user,brand,user_Truthful,user_FraudBuyNum,user_BrandPv,user_BrandFav,user_BrandCart,user_BrandBuy,user_CatePv,user_CateFav,user_CateCart,user_CateBuy,user_ReBuyNum,user_ReBuyTimeGap,user_TimesFromPvToBuy,user_TimesFromFavToBuy,user_TimesFromCartToBuy,user_OtherNumFromPvToBuy,user_OtherNumFromFavToBuy,user_OtherNumFromCartToBuy,user_OtherNumFromBuyToBuy,user_OtherTimesFromPvToBuy,user_OtherTimesFromFavToBuy,user_OtherTimesFromCartToBuy,user_OtherTimesFromBuyToBuy,user_BrandPvToBuyTime,user_BrandFavToBuyTime,user_BrandCartToBuyTime,user_CatePvToBuyTime,user_CateFavToBuyTime,user_CateCartToBuyTime,user_BrandViewTime,user_CateViewTime,user_ReBuyBrandViewTime,user_ReBuyCateViewTime
439442,76594,True,0,1,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,15.0,33.0,0,0
524822,76594,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252353,76594,True,0,1,0,0,1,4,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,0,143.0,0,0,219.0,0,0,143.0,219.0,0,0
894247,76594,True,0,1,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,40.0,94.0,0,0
616607,76594,True,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,41.0,264.0,0,0
492428,76594,True,0,1,0,0,0,7,0,0,0,0,0,1,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,14.0,63.0,0,0
568182,76594,True,0,3,0,0,0,31,0,2,2,0,0,3,0,0,6,0,1,1,28,0,2,2,0,0,0,0,0,0,58.0,1124.0,0,0
832360,76594,True,0,1,0,0,0,23,0,0,2,0,0,1,0,0,10,0,0,2,22,0,0,2,0,0,0,0,0,0,236.0,1314.0,0,0
144745,76594,True,0,3,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,35.0,0,0,35.0,0,0,35.0,35.0,0,0
789765,76594,True,0,3,0,0,0,7,0,0,1,0,0,3,0,0,1,0,0,1,4,0,0,1,0,0,0,0,0,0,92.0,218.0,0,0
564838,76594,True,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
823315,76594,True,0,1,0,0,0,17,0,2,1,0,0,1,0,0,4,0,2,1,16,0,2,1,0,0,0,0,0,0,10.0,917.0,0,0
1011033,76594,True,0,5,0,0,1,13,0,0,1,0,0,5,0,0,2,0,0,0,7,0,0,0,677.0,0,0,1562.0,0,0,503.0,677.0,0,0
1048446,76594,True,0,2,0,0,0,8,0,0,0,0,0,2,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,17.0,91.0,0,0
882955,76594,True,0,8,0,0,0,12,0,0,0,0,0,8,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,293.0,380.0,0,0
560636,76594,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
505283,76594,True,0,2,0,0,0,41,0,3,1,0,0,2,0,0,11,0,2,1,39,0,3,1,0,0,0,0,0,0,55.0,1454.0,0,0
292147,76594,True,0,4,0,0,0,63,1,0,1,0,0,4,0,0,11,1,0,1,59,1,0,1,0,0,0,0,0,0,61.0,1382.0,0,0
534712,76594,True,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.0,199.0,0,0
327347,76594,True,0,0,1,1,0,7,3,3,1,0,0,0,1,1,3,2,2,1,7,2,2,1,0,0,0,0,0,0,164.0,320.0,0,0
928611,76594,True,0,1,0,0,0,10,0,0,0,0,0,1,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,26.0,199.0,0,0
268151,76594,True,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,0,0
1075226,76594,True,0,1,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
479230,76594,True,0,2,0,0,0,4,0,1,0,0,0,2,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,14.0,196.0,0,0
1024230,76594,True,0,1,0,0,0,20,1,0,0,0,0,1,0,0,7,1,0,0,19,1,0,0,0,0,0,0,0,0,89.0,523.0,0,0
483924,76594,True,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.0,0,0
782761,76594,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900776,76594,True,0,1,0,2,0,4,0,4,0,0,0,1,0,2,2,0,2,0,3,0,2,0,0,0,0,0,0,0,102.0,303.0,0,0
325013,76594,True,0,1,0,0,0,26,0,0,0,0,0,1,0,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0,88.0,929.0,0,0
147222,76594,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109872,76594,True,0,4,0,0,0,7,0,0,0,0,0,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,35.0,77.0,0,0
45885,76594,True,0,1,0,0,0,11,0,0,0,0,0,1,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,27.0,217.0,0,0
42175,76594,True,0,15,0,1,0,16,0,1,0,0,0,15,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,511.0,511.0,0,0
150054,76594,True,0,2,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,26.0,26.0,0,0
357223,76594,True,0,1,0,0,0,5,0,1,0,0,0,1,0,0,2,0,1,0,4,0,1,0,0,0,0,0,0,0,21.0,43.0,0,0
192597,76594,True,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.0,262.0,0,0
201912,76594,True,0,1,0,0,0,6,1,0,0,0,0,1,0,0,2,1,0,0,5,1,0,0,0,0,0,0,0,0,25.0,127.0,0,0
1004016,76594,True,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32.0,0,0
163884,76594,True,0,1,0,0,0,7,0,0,1,0,0,1,0,0,2,0,0,1,6,0,0,1,0,0,0,0,0,0,0,182.0,0,0
1037102,76594,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795479,76594,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250313,76594,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554607,76594,True,0,2,0,0,0,6,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,13.0,94.0,0,0
1103965,76594,True,0,2,0,0,0,11,0,0,0,0,0,2,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,47.0,191.0,0,0
704832,76594,True,0,1,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,12.0,39.0,0,0
1034663,76594,True,0,1,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,31.0,0,0
818221,76594,True,0,4,0,0,0,11,0,1,0,0,0,4,0,0,2,0,1,0,7,0,1,0,0,0,0,0,0,0,222.0,487.0,0,0
251224,76594,True,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.0,147.0,0,0
293488,76594,True,0,2,0,0,0,69,10,1,4,0,0,2,0,0,22,10,1,4,67,10,1,4,0,0,0,0,0,0,19.0,2005.0,0,0
971098,76594,True,0,1,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.0,0,0
539810,76594,True,0,1,0,0,0,10,0,0,0,0,0,1,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,9.0,193.0,0,0
260778,76594,True,0,5,0,0,0,7,0,0,0,0,0,5,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,102.0,132.0,0,0
916150,76594,True,0,7,1,0,2,12,2,0,2,1,163.0,4,1,0,3,1,0,0,5,1,0,0,1247.0,1248.0,0,1247.0,1248.0,0,266.0,526.0,139.0,139.0
765361,76594,True,0,5,0,1,0,13,0,2,0,0,0,5,0,1,2,0,1,0,8,0,1,0,0,0,0,0,0,0,135.0,454.0,0,0
460683,76594,True,0,1,0,0,0,18,0,1,1,0,0,1,0,0,8,0,1,1,17,0,1,1,0,0,0,0,0,0,18.0,705.0,0,0
962941,76594,True,0,7,0,0,2,13,0,0,2,1,27.0,5,0,0,1,0,0,0,6,0,0,0,122.0,0,0,401.0,0,0,122.0,401.0,1.0,1.0
543057,76594,True,0,4,0,0,1,5,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,0,38.0,0,0,65.0,0,0,38.0,65.0,0,0
669859,76594,True,0,4,0,0,0,9,0,0,1,0,0,4,0,0,2,0,0,1,5,0,0,1,0,0,0,0,0,0,242.0,459.0,0,0
680874,76594,True,0,2,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,31.0,31.0,0,0
587322,76594,True,0,2,0,0,0,79,0,0,1,0,0,2,0,0,19,0,0,1,77,0,0,1,0,0,0,0,0,0,20.0,1581.0,0,0
1085549,76594,True,0,6,0,0,0,17,0,0,0,0,0,6,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,70.0,489.0,0,0
691285,76594,True,0,1,0,0,0,25,0,0,1,0,0,1,0,0,4,0,0,1,24,0,0,1,0,0,0,0,0,0,41.0,503.0,0,0
801222,76594,True,0,9,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,70.0,0,0
246828,76594,True,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,59.0,0,0
684800,76594,True,0,6,0,0,1,12,0,0,1,0,0,6,0,0,2,0,0,0,6,0,0,0,2399.0,0,0,2520.0,0,0,75.0,284.0,0,0
285036,76594,True,0,2,0,1,0,3,0,1,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,29.0,44.0,0,0
411915,76594,True,0,1,0,0,0,8,0,0,0,0,0,1,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,133.0,157.0,0,0
320832,76594,True,0,1,0,0,0,14,0,0,0,0,0,1,0,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,259.0,0,0
406986,36241,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011829,36241,True,0,1,0,0,0,29,0,1,1,0,0,1,0,0,3,0,1,1,28,0,1,1,0,0,0,0,0,0,0,1505.0,0,0
568104,36241,True,0,5,0,0,0,22,0,0,0,0,0,5,0,0,9,0,0,0,17,0,0,0,0,0,0,0,0,0,88.0,570.0,0,0
703279,36241,True,0,1,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,69.0,0,0
901165,36241,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896289,36241,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838795,36241,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780821,36241,True,0,2,0,0,0,19,0,0,0,0,0,2,0,0,12,0,0,0,17,0,0,0,0,0,0,0,0,0,244.0,588.0,0,0
842961,36241,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865868,36241,True,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,26.0,0,0
216772,36241,True,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
576983,36241,True,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
785329,36241,True,0,1,0,0,0,56,1,0,0,0,0,1,0,0,7,1,0,0,55,1,0,0,0,0,0,0,0,0,17.0,1381.0,0,0
781063,36241,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758058,36241,True,0,1,0,0,0,18,0,0,0,0,0,1,0,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,416.0,0,0
428595,36241,True,0,1,0,0,0,48,0,2,3,0,0,1,0,0,8,0,2,3,47,0,2,3,0,0,0,0,0,0,0,1719.0,0,0
715094,36241,True,0,1,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
811189,36241,True,0,1,0,0,0,25,0,5,0,0,0,1,0,0,13,0,4,0,24,0,5,0,0,0,0,0,0,0,0,1592.0,0,0
491451,36241,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116380,36241,True,0,1,0,0,0,9,0,2,0,0,0,1,0,0,2,0,2,0,8,0,2,0,0,0,0,0,0,0,0,379.0,0,0
891088,36241,True,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,22.0,0,0
1137968,173323,True,0,1,0,0,0,15,0,1,0,0,0,1,0,0,5,0,1,0,14,0,1,0,0,0,0,0,0,0,96.0,730.0,0,0
760014,173323,True,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13.0,0,0
804093,173323,True,0,2,0,0,0,8,0,0,0,0,0,2,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,71.0,177.0,0,0
579809,173323,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500222,173323,True,0,1,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,134.0,0,0
357878,173323,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788505,173323,True,0,1,0,0,0,6,1,0,0,0,0,1,0,0,3,1,0,0,5,1,0,0,0,0,0,0,0,0,22.0,87.0,0,0
150362,173323,True,0,7,0,0,0,20,0,0,1,0,0,7,0,0,4,0,0,1,13,0,0,1,0,0,0,0,0,0,741.0,1672.0,0,0
411732,173323,True,0,13,0,1,1,15,0,1,1,0,0,12,0,1,2,0,0,0,2,0,0,0,38030.0,0,1979.0,38720.0,0,1979.0,574.0,588.0,0,0
808384,173323,True,0,1,0,0,0,34,0,1,0,0,0,1,0,0,13,0,1,0,33,0,1,0,0,0,0,0,0,0,80.0,928.0,0,0
688531,173323,True,0,27,1,0,0,35,1,0,0,0,0,27,1,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,1387.0,1608.0,0,0
971103,173323,True,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,0,0
817040,173323,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346555,173323,True,0,9,0,0,0,23,0,0,0,0,0,9,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,104.0,652.0,0,0
396628,173323,True,0,1,0,0,0,7,0,0,0,0,0,1,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,83.0,0,0
1093477,173323,True,0,1,0,0,0,17,1,0,0,0,0,1,0,0,3,1,0,0,16,1,0,0,0,0,0,0,0,0,81.0,675.0,0,0
803737,173323,True,0,3,0,0,0,11,0,0,0,0,0,3,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,83.0,298.0,0,0
1027190,173323,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341977,173323,True,0,2,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,71.0,146.0,0,0
857737,173323,True,0,2,0,0,0,10,0,1,0,0,0,2,0,0,2,0,1,0,8,0,1,0,0,0,0,0,0,0,5.0,130.0,0,0
305508,173323,True,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,17.0,17.0,0,0
599936,173323,True,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95.0,0,0
178834,173323,True,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,241.0,0,0
138206,173323,True,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,0,0
237136,173323,True,0,1,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
903441,173323,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63242,173323,True,0,1,0,0,0,13,0,0,0,0,0,1,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,531.0,0,0
594932,173323,True,0,1,0,0,0,14,0,0,0,0,0,1,0,0,12,0,0,0,13,0,0,0,0,0,0,0,0,0,141.0,283.0,0,0
560726,173323,True,0,1,0,0,0,18,2,0,1,0,0,1,0,0,3,2,0,1,17,2,0,1,0,0,0,0,0,0,0,752.0,0,0
291047,173323,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435730,173323,True,0,1,0,0,0,24,0,1,0,0,0,1,0,0,9,0,1,0,23,0,1,0,0,0,0,0,0,0,0,1123.0,0,0
883259,173323,True,0,1,0,0,0,8,0,0,0,0,0,1,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,16.0,154.0,0,0
314002,173323,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559573,173323,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216284,173323,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790898,173323,True,0,3,0,0,0,11,0,1,0,0,0,3,0,0,4,0,1,0,8,0,1,0,0,0,0,0,0,0,52.0,383.0,0,0
475662,173323,True,0,5,0,0,0,8,0,0,0,0,0,5,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,45.0,77.0,0,0
962861,173323,True,0,1,0,0,0,6,0,0,1,0,0,1,0,0,1,0,0,1,5,0,0,1,0,0,0,0,0,0,0,323.0,0,0
810911,173323,True,0,1,0,0,0,7,0,0,0,0,0,1,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,119.0,521.0,0,0
1126187,173323,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702328,173323,True,0,2,0,0,0,6,0,0,0,0,0,2,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,87.0,87.0,0,0
716522,173323,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856698,173323,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174043,173323,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645073,351369,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400166,351369,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544944,351369,True,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
726140,245773,True,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
736499,245773,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658857,245773,True,0,1,0,0,0,18,2,0,0,0,0,1,0,0,10,2,0,0,17,2,0,0,0,0,0,0,0,0,173.0,926.0,0,0
814879,245773,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341675,117930,True,0,11,0,0,1,33,0,0,1,0,0,10,0,0,8,0,0,0,22,0,0,0,439.0,0,0,643.0,0,0,161.0,643.0,0,0
738576,117930,True,0,1,0,0,0,69,3,1,1,0,0,1,0,0,11,3,1,1,68,3,1,1,0,0,0,0,0,0,117.0,4830.0,0,0
63993,117930,True,0,7,0,0,0,77,1,0,2,0,0,7,0,0,14,1,0,2,70,1,0,2,0,0,0,0,0,0,508.0,2823.0,0,0
815855,117930,True,0,1,0,0,0,10,1,0,1,0,0,1,0,0,4,1,0,1,9,1,0,1,0,0,0,0,0,0,41.0,373.0,0,0
179676,117930,True,0,1,0,0,0,12,0,0,0,0,0,1,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,18.0,373.0,0,0
317804,117930,True,0,3,0,0,0,38,0,0,0,0,0,3,0,0,10,0,0,0,35,0,0,0,0,0,0,0,0,0,58.0,1459.0,0,0
985318,117930,True,0,1,0,0,0,4,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,59.0,71.0,0,0
460492,117930,True,0,1,0,0,0,17,0,0,1,0,0,1,0,0,1,0,0,1,16,0,0,1,0,0,0,0,0,0,0,384.0,0,0
184953,117930,True,0,3,0,0,0,10,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,25.0,150.0,0,0
463336,117930,True,0,1,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
89215,117930,True,0,1,0,0,0,4,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,104.0,0,0
1136769,117930,True,0,1,0,0,0,18,0,2,0,0,0,1,0,0,5,0,1,0,17,0,2,0,0,0,0,0,0,0,0,958.0,0,0
906390,117930,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766826,117930,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907264,117930,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921161,117930,True,0,1,0,0,0,7,0,1,0,0,0,1,0,0,2,0,1,0,6,0,1,0,0,0,0,0,0,0,162.0,326.0,0,0
1101410,117930,True,0,1,0,0,0,13,0,2,0,0,0,1,0,0,9,0,2,0,12,0,2,0,0,0,0,0,0,0,16.0,878.0,0,0
752593,117930,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706144,149443,True,0,1,0,0,0,26,0,2,0,0,0,1,0,0,8,0,2,0,25,0,2,0,0,0,0,0,0,0,9.0,579.0,0,0
203931,149443,True,0,4,0,1,0,9,0,1,0,0,0,4,0,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,233.0,333.0,0,0
1037642,149443,True,0,11,0,0,0,35,0,0,0,0,0,11,0,0,12,0,0,0,24,0,0,0,0,0,0,0,0,0,381.0,1040.0,0,0
94452,149443,True,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,228.0,0,0
167381,149443,True,0,2,0,0,0,20,0,0,0,0,0,2,0,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0,360.0,897.0,0,0
729299,149443,True,0,2,0,0,0,7,0,0,0,0,0,2,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12.0,0,0
490253,149443,True,0,27,3,0,0,72,3,0,0,0,0,27,3,0,21,0,0,0,45,0,0,0,0,0,0,0,0,0,391.0,1895.0,0,0
255058,149443,True,0,1,0,0,0,5,0,0,0,0,0,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13.0,0,0
222256,149443,True,0,1,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
903589,149443,True,0,17,0,1,0,38,0,5,1,0,0,17,0,1,11,0,3,1,21,0,4,1,0,0,0,0,0,0,704.0,1132.0,0,0
523831,149443,True,0,9,0,0,0,11,0,0,0,0,0,9,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,218.0,313.0,0,0
374134,149443,True,0,1,0,0,0,14,0,0,0,0,0,1,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,7.0,387.0,0,0
913420,149443,True,0,1,0,0,0,9,0,0,0,0,0,1,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,714.0,0,0
755389,149443,True,0,10,0,0,0,21,0,1,1,0,0,10,0,0,7,0,1,1,11,0,1,1,0,0,0,0,0,0,118.0,540.0,0,0
764898,149443,True,0,3,0,0,0,21,0,0,1,0,0,3,0,0,3,0,0,1,18,0,0,1,0,0,0,0,0,0,40.0,522.0,0,0
961602,149443,True,0,6,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.0,141.0,0,0
194258,149443,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846268,149443,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333190,149443,True,0,18,0,0,0,26,0,1,0,0,0,18,0,0,4,0,1,0,8,0,1,0,0,0,0,0,0,0,528.0,646.0,0,0
884119,149443,True,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944620,149443,True,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,0,0
467821,149443,True,0,5,0,1,0,16,0,1,0,0,0,5,0,1,10,0,0,0,11,0,0,0,0,0,0,0,0,0,377.0,793.0,0,0
